,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
481,"RT @ACTforHumanity: Sekalipun saat ini Gunung Tangkuban Parahu berada pada Status Level I (Normal), masyarakat dihimbau agar tetap waspada…",Belajarlebihbaik,5326,47,,False,0,5,2019-07-27 00:37:22
482,"RT @infogarut: 📡NEWSALERT : Gunung Tangkuban Parahu Meletus pukul 14.48 WIB.

Gunung Tangkuban Parahu, Jawa Barat erupsi sekitar pkl 14.48…",no name,208,69,,False,0,116,2019-07-27 00:35:47
483,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Novita Maria K,17039,322,Jakarta,False,0,313,2019-07-27 00:34:44
484,"RT @OppositeNewsID: BREAKING NEWS.‼️

Harap berhati2 bagi warga Jawa Barat, kalau bisa segera mengungsi..!

Gunung Tangkuban Parahu erupsi…",al kahfi,6861,273,"Kandangan, Indonesia",False,0,72,2019-07-27 00:34:31
485,"RT @detikcom: Gunung Tangkuban Parahu erupsi dan meletupkan abu vulkanik. Sama seperti peristiwa erupsi lain, warga sebaiknya menggunakan m…",Regina Natalia Christy,12906,290,,False,0,11,2019-07-27 00:34:00
486,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",divyabhasa,191,241,Jakarta Capital Region,False,0,22,2019-07-27 00:33:50
487,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Harimbawa,7863,5433,Jakarta,False,0,22,2019-07-27 00:33:09
488,Gunung Tangkuban Perahu dikabarkan tidak normal karena sudah pernah erupsi sejak 2013. Apa perbedaan letusan Tangku… https://t.co/lNUeCvbZbZ,Radio Elshinta,1053376,3615779,"ÜT: -6.187385,106.733011",True,1,0,2019-07-27 00:33:00
489,Berdasarkan informasi dari Badan Nasional Penanggulangan Bencana (BNPB) merilis terkait erupsi Gunung Tangkuban Par… https://t.co/4ExiGSQKVJ,STKIP Muhammadiyah Kuningan,336,14,Jl. RA Moertasiah Soepomo ,False,0,0,2019-07-27 00:32:50
490,"Mencekamnya Saat-saat Gunung Tangkuban Parahu Erupsi, Langit Berubah Gelap, Orang-orang Panik… https://t.co/NzEGnR6UEy",Bandung Timur Online,7545,779,"Bandung, Jawa Barat",False,0,0,2019-07-27 00:32:37
491,"Mencekamnya Saat-saat Gunung Tangkuban Parahu Erupsi, Langit Berubah Gelap, Orang-orang Panik… https://t.co/rxIxmf6f9L",Maung Lucu,5816,19,"Bandung, Jawa Barat",False,0,0,2019-07-27 00:32:37
492,Gunung Tangkuban Parahu Dua Pekan Sebelum Erupsi Liputan6  https://t.co/xwbhIHR1Ud,©Careen,133730,147,yourown,False,0,0,2019-07-27 00:31:28
493,15 Wisatawan Sesak Napas Terkena Erupsi Gunung Tangkuban Parahu [News] #TauCepatTanpaBatas #BeritaTerkini .https://t.co/41a5NJtYF1,Okezone,1565168,1722546,Jakarta,True,1,0,2019-07-27 00:30:44
494,"RT @constantane: Kondisi terkini di pintu masuk Gunung Tangkuban Parahu pagi ini (07.05 WIB) pasca erupsi kemarin sore.

Banyak polisi berj…",Rudy,65529,2039,"Makassar, Indonesia",False,0,2,2019-07-27 00:29:26
495,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Budi Putra,37751,16121,Jakarta ,False,0,22,2019-07-27 00:28:46
496,"Meski Erupsi, Gunung Tangkuban Parahu Masih Berstatus Normal https://t.co/Z4o3zMteaI https://t.co/NqKGJJ4Z8z",IndoVoices,6711,120,iNDONESIA,False,0,0,2019-07-27 00:27:30
497,"Meski Erupsi, Gunung Tangkuban Parahu Masih Berstatus Normal https://t.co/BUSRSL0vYt https://t.co/8ToSDyl9oo",Sunardo Panjaitan,5969,47,Jakarta Capital Region,False,0,0,2019-07-27 00:27:25
498,@id_magma min mohon update erupsi gunung tangkuban parahu apakah sudah aman?,Rina Fuja Nirmala,3200,907,"Jakarta Selatan, DKI Jakarta",False,0,0,2019-07-27 00:26:51
499,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Andi Ariadi,750,5,,False,0,22,2019-07-27 00:26:03
500,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",😇,9297,217,Jakarta Capital Region,False,0,22,2019-07-27 00:21:08
501,"[TURUT BERDUKA CITA]

Gunung Tangkuban Parahu, Subang, Jawa Barat mengalami erupsi pada Jumat (26/7) pukul 15.48 WI… https://t.co/9tCEKuLUah",BEM IKOPIN,4342,1125,"jatinangor, sumedang",False,0,0,2019-07-27 00:20:44
502,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",NgeTweet™ .,4356,49,,False,0,22,2019-07-27 00:16:50
503,"Kondisi terkini di pintu masuk Gunung Tangkuban Parahu pagi ini (07.05 WIB) pasca erupsi kemarin sore.

Banyak poli… https://t.co/QvADtHwfvn",tantan rahmatullah,73005,1514,Between Conundrum & Tantrum,False,1,2,2019-07-27 00:16:32
504,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Ngak Julid,566,6,"Kalimantan Selatan, Indonesia",False,0,22,2019-07-27 00:16:19
505,Gunung Tangkuban Parahu Erupsi artinya Alam sudah tidak ingin di tinggali oleh orang-orang yang dzalim. Bertobatlah… https://t.co/H5EoXxs1AC,Z I D A N E ◻️,7161,6842,Sulawesi Maniang,False,5,0,2019-07-27 00:16:19
506,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",nurman,2104,37,,False,0,146,2019-07-27 00:14:34
507,RT @JigKasal: Tengkyu bun RT @fahiraidris: 8. Gunung Tangkuban Parahu erupsi petang tadi. Kita do'akan semoga saudara2 kita yang berada di…,Puyeng Banget,41668,680,Indonesia - USA,False,0,5,2019-07-27 00:13:28
508,"#InfoRaka Gunung Tangkuban Parahu Erupsi, 15 Wisatawan Dilarikan ke Klinik, Kebanyakan Sesak Nafas
https://t.co/NJpaDE8Ajv",IG : @RakaFMBandung,119590,16274,Bandung West Java,False,0,0,2019-07-27 00:13:25
509,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Ainur Rilo,39962,269,+60254,False,0,266,2019-07-27 00:13:21
510,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Yadi Rasya,2153,53,,False,0,22,2019-07-27 00:12:59
511,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",panggil saja run,24371,894,Indonesia,False,0,257,2019-07-27 00:12:29
512,"RT @KompasTV: Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebih 200 mete…",Susanti Dwi,1770,242,malang,False,0,22,2019-07-27 00:12:02
513,"Gunung Tangkuban Parahu erupsi pada Jumat, 26 Juli 2019 pukul 15:48 WIB. Tinggi kolom abu yang teramati kurang lebi… https://t.co/iqQlXfYHSS",KOMPAS TV,365001,2789274,Indonesia,True,55,22,2019-07-27 00:11:44
514,"RT @hendralm: Ini beneran gunung Tangkuban Parahu, Lembang erupsi????? https://t.co/nYYvq0tqHS",.,10782,324,jakarta timur - 13560,False,0,28,2019-07-27 00:11:24
515,"RT @tohir2349: Telah Terjadi Erupsi Gunung Tangkuban Parahu, Jawa Barat pd tgl 26 Juli 2019 pukul 15:48 WIB dg tinggi kolom abu teramati ±…",ImamMudin RJ,174,30,Cikarang-bekasi,False,0,1,2019-07-27 00:07:58
516,Erupsi Gunung Tangkuban Parahu Tak Mengganggu Penerbangan Ke Bandung https://t.co/yblr1qwNJV,Cah Angon,276,15,"Kota Surabaya, Jawa Timur",False,0,0,2019-07-27 00:05:56
517,"Mencekamnya Saat-saat Gunung Tangkuban Parahu Erupsi, Langit Berubah Gelap, Orang-orang Panik",Tuit Jabar,252376,380,Sosial Media Jabar,False,0,0,2019-07-27 00:04:38
518,"[POPULER NUSANTARA] Erupsi Gunung Tangkuban Parahu | Heboh Iklan Fintech ""Siap Digilir"" https://t.co/0OXsf1n7d9 https://t.co/kN9PJBEgp2",.,14982,289,,False,0,0,2019-07-27 00:03:02
519,"Erupsi, Begini Sejarah Aktivitas Vulkanik Gunung Tangkuban Parahu

https://t.co/MnnQtdwjd2",iNews,297620,88295,iNews Tower Lantai 10,True,1,2,2019-07-27 00:00:00
520,"[POPULER NUSANTARA] Erupsi Gunung Tangkuban Parahu | Heboh Iklan Fintech ""Siap Digilir"" https://t.co/J8WcfLWLaJ https://t.co/agUE7MIa2Q",Kompas.com,1311703,7232469,Indonesia,True,2,0,2019-07-26 23:59:39
521,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",Yol,6281,517,,False,0,257,2019-07-26 23:57:50
522,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",Yadi Rasya,2153,53,,False,0,266,2019-07-26 23:57:30
523,"RT @BNPB_Indonesia: Letusan Gunung Tangkuban Parahu bersifat freatik, yaitu berupa semburan lumpur dingin warna hitam dari Kawah Ratu. PVMB…",m. amin bunyamin,13444,227,,False,0,6,2019-07-26 23:55:16
524,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Kusnun Kopenhagen,3085,35,Indonesia,False,0,196,2019-07-26 23:50:28
525,"RT @GunturLaksana7: @seterahdeh Sdikit info, erupsi gunung tangkuban parahu 
Lokasi lembang jawabarat https://t.co/0ycgWM0Z52",unknown,17901,70,,False,0,19,2019-07-26 23:50:04
526,Erupsi Gunung Tangkuban Parahu Belum Ganggu Penerbangan https://t.co/OWPKmFFYcz,galamedianews.com,276184,12841,"Bandung, Indonesia",False,0,0,2019-07-26 23:42:36
527,RT @iNewsID: Belasan Wisatawan dan Pedagang Jadi Korban Erupsi Gunung Tangkuban Parahu https://t.co/5O04iX4VaA,Masirom,5286,467,"Jakarta, Indonesia",False,0,1,2019-07-26 23:37:33
528,"RT @hendralm: Ini beneran gunung Tangkuban Parahu, Lembang erupsi????? https://t.co/nYYvq0tqHS",Marselina,8093,536,Republik Rakyat Twitter,False,0,28,2019-07-26 23:37:05
529,"RT @tempodotco: Gunung Tangkuban Parahu dinyatakan belum stabil. Dari Swedia, Ridwan Kamil ingatkan masyarakat menghindari sebar hoax. http…",♡selvy,11155,988,"Medan Kota, Indonesia",False,0,4,2019-07-26 23:34:20
530,Gunung Tangkuban Parahu Erupsi https://t.co/KsDPYJ8Qfw https://t.co/QhbSw3vEax,findonews,3256,1091,Indonesia,False,0,0,2019-07-26 23:32:30
531,"DIBUTUHKAN RIBUAN  MASKER UNTUK TERDAMPAK ERUPSI GUNUNG TANGKUBAN PARAHU 

Gunung Tangkuban Parahu di Provinsi Jawa… https://t.co/WsAZnFWiGw",BAZNAS,16035,13475,Jakarta Capital Region,False,0,0,2019-07-26 23:31:05
532,"Gunung Tangkuban Parahu di Subang erupsi, tinggi kolom abu 200 meter https://t.co/xijjg4cvM5 https://t.co/u5YVu8xYVH",Angga Oktavianto,29368,70,indonesia,False,0,0,2019-07-26 23:29:09
533,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",💃ssa,1045,60,under the rose,False,0,198,2019-07-26 23:28:54
534,"Gunung Tangkuban Parahu dinyatakan belum stabil. Dari Swedia, Ridwan Kamil ingatkan masyarakat menghindari sebar ho… https://t.co/e3qlHc7xC6",TEMPO.CO,707257,1554854,Indonesia,True,19,4,2019-07-26 23:28:20
535,"Gunung Tangkuban Parahu Erupsi
https://t.co/YaIw4HNftl https://t.co/GxulvMtWJ5",Fahreenheat,3709,234,,False,0,0,2019-07-26 23:28:09
536,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",ᴋɪɴᴋɪɴ🦋//ɢɪᴠᴇᴀᴡᴀʏ ᴄʜᴇᴄᴋ ᴘɪɴɴᴇᴅ📌,5940,1017,producex101,False,0,257,2019-07-26 23:25:48
537,Belasan Wisatawan dan Pedagang Jadi Korban Erupsi Gunung Tangkuban Parahu https://t.co/5O04iX4VaA,iNews.id,25613,882,"Jakarta, Indonesia",False,0,1,2019-07-26 23:23:32
538,"Tangkuban Parahu Erupsi, PVMBG Pastikan Gunung Pangrango tak Terpengaruh https://t.co/swleg8LWfZ",Radar Bogor,14257,970,"Bogor, West Java",False,0,0,2019-07-26 23:23:14
539,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Febrilove,67,5,,False,0,198,2019-07-26 23:23:00
540,"Radar Bogor: Tangkuban Parahu Erupsi, PVMBG Pastikan Gunung Pangrango tak Terpengaruh BOGOR &amp;  https://t.co/gDhhwRUwyK",lida zia,23826,74,,False,0,0,2019-07-26 23:20:04
541,"RT @ArieYudho: Gunung Tangkuban Parahu, Jawa Barat alami Erupsi, 26bJuli 2019 pukul 15:48 WIB

Tinggi abu erupsi sekitar 200 m dari puncak…",ig.yun_wijayatmoko,88,24,"Wirun,Kutoarjo,Jawa Tengah",False,0,35,2019-07-26 23:19:47
542,"Gunung Tangkuban Parahu di Jawa Barat erupsi pada Jum'at (26/7) sore. PVMBG menjelaskan, tinggi kolom abu teramati… https://t.co/p3mv7xk2Ux",Radio Elshinta,1053376,3615779,"ÜT: -6.187385,106.733011",True,2,0,2019-07-26 23:17:40
543,"Penutupan Gunung Tangkuban Parahu Erupsi Jadi Polemik, Pengelola TWA Punya Sikap Sendiri https://t.co/IcxsIiEOUO https://t.co/9JRZzwoFeA",Bambang Parijoto,103736,111,,False,0,0,2019-07-26 23:17:09
544,RT @SINDOnews: @BNPB_Indonesia Erupsi Gunung Tangkuban Parahu ( kiriman pembaca Sindonews) @MNCkoranSINDO  #TangkubanParahu https://t.co/pB…,kopipolitik,3024,2621,"Yogyakarta, Indonesia",False,0,118,2019-07-26 23:17:03
545,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",cha,1501,1187,,False,0,257,2019-07-26 23:14:21
546,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Nur,1308,19,,False,0,196,2019-07-26 23:09:57
547,"RT @BandungINFO_KU: Status Gunung Tangkuban Parahu Bandung Dinyatakan Normal Pasca Erupsi, Turis Tetap Dilarang Mendekat - Tribunnews https…",Kopo Bandung Promotions,538801,2902,KOPO BANDUNG,False,0,2,2019-07-26 23:06:09
548,Gunung Tangkuban Parahu Erupsi https://t.co/ooK0fYQJCI https://t.co/JrwrzdeIvR,eron,2521,38,Indonesia,False,0,0,2019-07-26 23:06:06
549,"Press Release : 

Malam tadi, @QrJabar (JQR) telah menurunkan tim untuk membagikan masker dan Oksigen kepada masyar… https://t.co/2JYqiEjIGw",Jabar Saber Hoaks,1232,2178,"Bandung, Jawa Barat",False,2,0,2019-07-26 23:05:45
550,"RT @Hanifah933: Inalillahiwainailaihirojiun ... smg smua dlm lindungan Nya 

Gunung Tangkuban Parahu erupsi pada pukul 15.48 WIB, Jumat (26…",bastian,16998,440,kampung halaman,False,0,20,2019-07-26 23:04:11
551,"RT @BandungINFO_KU: Status Gunung Tangkuban Parahu Bandung Dinyatakan Normal Pasca Erupsi, Turis Tetap Dilarang Mendekat - Tribunnews https…",Jawa Barat INFO,626945,6562,Bandung,False,0,2,2019-07-26 23:03:31
552,RT @detikcom: Gunung Tangkuban Parahu erupsi dan dikabarkan meletupkan abu vulkanik. #gunungtangkubanperahu #erupsi  https://t.co/TLrJflSGYd,Salah nama,8892,335,Bandung punya,False,0,313,2019-07-26 23:02:46
553,RT @CNNIndonesia: SAR Terjunkan Tim ke Gunung Tangkuban Parahu Pasca Erupsi https://t.co/nKJbzcv3n3,ghina firdausi,12072,341,Indonesia,False,0,8,2019-07-26 23:02:45
554,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",pala trapesium,7824,1131,,False,0,257,2019-07-26 23:02:05
555,RT @Stevaniehuangg: https://t.co/JlNhH0gMbg,@rM,2429,383,Indonesia,False,0,19,2019-07-26 23:02:02
556,"DIBUTUHKAN RIBUAN  MASKER UNTUK TERDAMPAK ERUPSI GUNUNG TANGKUBAN PARAHU 
Gunung Tangkuban Parahu di Provinsi Jawa… https://t.co/1tzPBga88D",Irfan Syauqi Beik,27878,35262,Republic of Indonesia,False,6,1,2019-07-26 23:01:48
557,Erupsi Gunung Tangkuban Parahu  https://t.co/i2I1I0ymvT,Destroyer,91684,223,world,False,0,0,2019-07-26 23:01:15
558,Perkembangan Terkini Situasi Pascaerupsi Gunung Tangkuban Parahu -- via @BNPB_Indonesia | @infobencana… https://t.co/0g2053jReK,Bencana ID,44919,3846,Indonesia,False,1,0,2019-07-26 23:00:30
559,Erupsi Gunung Tangkuban Parahu https://t.co/KoFoMXuK7Y,ANTARANEWS.COM,629519,1057833,"Jakarta, Indonesia",True,1,0,2019-07-26 23:00:01
560,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Agus Salim,3488,127,,False,0,196,2019-07-26 22:59:22
561,RT @OfficialiNewsTV: Gunung Tangkuban Parahu erupsi sore ini sekitar pukul 15.48 WIB. PVMBG Badan Geologi @KementerianESDM menyebut gunung…,Rizki S. Putri,24235,923,"Surabaya, Indonesia",False,0,66,2019-07-26 22:55:44
562,"RT @negativisme: Gunung Tangkuban Parahu erupsi, semoga semua baik-baik saja. Al Fatihah

sumber vid : WA Grup yg udah adem karena sudah re…",lamya,9432,519,"Sidoarjo, Indonesia",False,0,266,2019-07-26 22:55:43
563,"SITUATION REPORT, ERUPSI GUNUNG TANGKUBAN PERAHU

Jum'at 26 Juli 2019 20.00 WIB*

Telah terjadi erupsi G. Tangkuban… https://t.co/PqAhNpMGar",Rumah Zakat Bandung,5415,1158,Jl Turangga No 33,False,0,0,2019-07-26 22:55:13
564,"SITUATION REPORT, ERUPSI GUNUNG TANGKUBAN PERAHU

Jum'at 26 Juli 2019 20.00 WIB*

Telah terjadi erupsi G. Tangkuban… https://t.co/PCnL2nm1aq",RumahZakat_Sumatera Selatan,1959,96,Kota Palembang,False,0,0,2019-07-26 22:55:00
565,"Status Gunung Tangkuban Parahu Bandung Dinyatakan Normal Pasca Erupsi, Turis Tetap Dilarang Mendekat - Tribunnews https://t.co/poG0qgg1Y7",BANDUNG INFO,227758,4081,Bandung,False,0,2,2019-07-26 22:52:50
566,"RT @luvforh4ngyul_: Gunung Tangkuban Parahu lagi erupsi ,doain semoga semua selamat Gaara apa apa😭😭😭 daerah aku berpotensi kena😭😭😭
Minta do…",AKU KALEM.y,1314,290,,False,0,257,2019-07-26 22:51:46
567,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",Oolla🌻,531,50,Konohagakure,False,0,198,2019-07-26 22:48:25
568,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",dede aurel,349,72,"ÜT: -3.318794,114.571277",False,0,196,2019-07-26 22:47:09
569,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Anda Yani,237,43,,False,0,196,2019-07-26 22:46:52
570,"Gunung Tangkuban Parahu Erupsi, BPBD Jabar: 15 Wisatawan Sesak Napas - https://t.co/6UV0xG92zo https://t.co/xr0jgo234R",Aries Tyo,1578,105,"Labuapi, Indonesia",False,0,0,2019-07-26 22:45:21
571,"RT @riani_212: Yaa Allah.. lindungilah kami.. 
#TandaAkhirZaman

https://t.co/oUtSwYtWi4",sodikinst,63,26,,False,0,23,2019-07-26 22:44:18
572,"RT @RadioElshinta: Erupsi Gunung Tangkuban Parahu, Jawa Barat, hari ini Jum'at 26 Juli 2019 pukul 15:48 WIB. (Ratno) #elshintaedisisore htt…",Ini Pamulang,14442,5936,"Ini Pamulang,tangsel",False,0,146,2019-07-26 22:44:08
573,"Gunung Tangkuban Parahu Erupsi, Ridwan Kamil Minta Masyarakat Tidak Panik - https://t.co/6UV0xG92zo https://t.co/lqUFZ6nRRo",Aries Tyo,1578,105,"Labuapi, Indonesia",False,0,0,2019-07-26 22:43:13
574,"RT @BNPB_Indonesia: Letusan Gunung Tangkuban Parahu bersifat freatik, yaitu berupa semburan lumpur dingin warna hitam dari Kawah Ratu. PVMB…",Tanggap Bencana,3744,133,Indonesia,False,0,6,2019-07-26 22:38:50
575,"RT @BNPB_Indonesia: Letusan Gunung Tangkuban Parahu bersifat freatik, yaitu berupa semburan lumpur dingin warna hitam dari Kawah Ratu. PVMB…",Herman Priyo Anggoro,10716,35,DIY,False,0,6,2019-07-26 22:34:58
576,"RT @yusuf_dumdum: Semoga tidak ada korban jiwa. Aamiin. 

https://t.co/U3ItpcGBTS",Ario Kunto,2632,20,,False,0,30,2019-07-26 22:33:38
577,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Heru,327,98,Jatim,False,0,196,2019-07-26 22:27:06
578,"RT @infogarut: 📡NEWSALERT : Gunung Tangkuban Parahu Meletus pukul 14.48 WIB.

Gunung Tangkuban Parahu, Jawa Barat erupsi sekitar pkl 14.48…",yan puRBA,127640,11011,Indonesia Raya,False,0,116,2019-07-26 22:24:50
579,"RT @BNPB_Indonesia: Letusan Gunung Tangkuban Parahu bersifat freatik, yaitu berupa semburan lumpur dingin warna hitam dari Kawah Ratu. PVMB…",TETSU,176388,0,Japan,False,0,6,2019-07-26 22:21:35
580,Doa Bobotoh Pasca Erupsi Gunung Tangkuban Parahu https://t.co/FEwMgrLXcD https://t.co/Y5lbRBK5Zo,bendsball,101,2,,False,0,0,2019-07-26 22:20:57
581,"Radar Bogor: Pasca Erupsi Tangkuban Parahu, Gunung Salak Masih Aman BOGOR-RADAR BOGOR,Pasca e  https://t.co/NvjwhBQoWy",lida zia,23826,74,,False,0,0,2019-07-26 22:20:04
582,RT @PRFMnews: Erupsi Gunung Tangkuban Parahu tanggal 26 Juli 2019 pukul 15.48.18 WIB.  Tinggi kolom letusan kurang lebih 200 meter.  Warna…,🐣,22144,640,,False,0,562,2019-07-26 22:18:55
583,"Pasca Erupsi Tangkuban Parahu, Gunung Salak Masih Aman https://t.co/AamuFPULiM",Radar Bogor,14257,970,"Bogor, West Java",False,0,0,2019-07-26 22:17:31
584,"Gunung Tangkuban Parahu di Jawa Barat Alami Erupsi Sore Ini, Begini Mitos dan Legendanya - Bangka Pos https://t.co/olO4d72fBi",Seputar Jabar,79841,1136,Jawa Barat,False,0,0,2019-07-26 22:14:36
585,"Meski Erupsi, Gunung Tangkuban Parahu Masih Berstatus Normal The post  https://t.co/ejPILLsgSW",Liputan.co.id,1068,659,"Cirebon, Indonesia",False,0,0,2019-07-26 22:10:23
586,"RT @merapi_news: Gunung Tangkuban Parahu jam 17:00 erupsi
#tabgkubanparahuerupsi https://t.co/j4bRU4hz9x |@JamilFaisal4",bora,13782,309,Sleman Jogjakarta,False,0,198,2019-07-26 22:09:58
587,"RT @KompasTV: [VIDEO] BREAKING NEWS – Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/9eYJnOWwDk https://t.co/gvaeRn…",Edi TB,6756,72,"Segaran City,Maranatha,KEDIRI",False,0,37,2019-07-26 22:09:32
588,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/BBnNT55Axa https://t.co/EsK4nsOAJr",d-onenews.com,9474,97,"Kota Surabaya, Jawa Timur",False,0,0,2019-07-26 22:06:38
589,"Gunung Tangkuban Parahu Erupsi, Kolom Abu Capai 200 Meter https://t.co/BBnNT55Axa https://t.co/KIENf9yOXg",d-onenews.com,9474,97,"Kota Surabaya, Jawa Timur",False,0,0,2019-07-26 22:06:37
590,"PVMBG: Abu Erupsi Gunung Tangkuban Parahu Tak Hitam Pekat Lagi

https://t.co/wHQWe85fy2",iNews,297620,88295,iNews Tower Lantai 10,True,1,1,2019-07-26 22:00:00
591,"RT @kumparan: Dari video yang diterima kumparan, tampak kolom abu perlahan-lahan menggumpal di area gunung. Warga sekitar yang mengabadikan…",Krishna,81,8,"Kota Bandung, Jawa Barat",False,0,30,2019-07-26 21:58:57
592,"RT @fahiraidris: 1. INFORMASI ERUPSI Gunung TANGKUBAN PARAHU

Telah terjadi erupsi G. Tangkuban Parahu, Jawa Barat pada tanggal 26 Juli 201…",Bang Hilmi,17779,1063,"Malang, Jawa Timur",False,0,196,2019-07-26 21:56:15
593,"RT WahabisLokal: Kami Masyarakat Jawa Timur,
Hanya bisa kirim Do'a buat sobat"" di Bandung dan sekitarnya,
Atas Erup… https://t.co/cORmyxK4s0",Dipa Negara,13122,216,"Kebumen, Jawa Tengah",False,0,0,2019-07-26 21:52:18
594,"Pasca Erupsi Gunung Tangkuban Parahu, Tidak Ada Korban Jiwa https://t.co/mXDk8DOMqL https://t.co/AbOJBKagrY",MienTvanThat WEB's,46497,266,Amsterdam (Alur MaSuk TERDAlaM,False,0,0,2019-07-26 21:51:38
595,"RT @kumparan: [THREAD]

Gunung Tangkuban Parahu di Jawa Barat erupsi pada Jumat (26/7) sekitar pukul 15.48 WIB, memunculkan kolom abu setin…",Kocheng Oren,2781,47,Atlantis,False,0,143,2019-07-26 21:51:37
596,RT @indoflyer: Erupsi Gunung Tangkuban Parahu yang terjadi tadi sore belum menganggu Bandara Hussein. https://t.co/6aeKDYv2hG,Y U D A,14773,408,Indonesia,False,0,29,2019-07-26 21:49:38
